delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,traffic_condition,weather,delivery_time_minutes,tip_amount
DL07037,O07037,D0011,13.24,15,Low,Clear,69.5,42.28
DL07038,O07038,D0247,8.13,23,Medium,Rainy,77.1,16.31
DL07039,O07039,D0450,5.45,29,Medium,Rainy,77.3,81.07
DL07040,O07040,D0287,4.59,35,High,Clear,71.7,263.9
DL07041,O07041,D0428,2.25,23,Medium,Clear,49.2,181.81
DL07042,O07042,D0056,6.88,33,High,Clear,86.1,75.36
DL07043,O07043,D0345,9.18,16,High,Rainy,86.8,18.01
DL07044,O07044,D0234,7.58,12,High,Clear,61.5,128.33
DL07045,O07045,D0147,8.33,35,Medium,Rainy,89.3,118.43
DL07046,O07046,D0288,13.47,29,Low,Clear,81.3,198.56
DL07047,O07047,D0420,4.78,34,Medium,Rainy,84.5,270.94
DL07048,O07048,D0071,9.19,39,High,Rainy,113.8,38.75
DL07049,O07049,D0142,3.14,41,High,Rainy,92.8,31.72
DL07050,O07050,D0379,9.8,16,High,Rainy,99.7,67.44
DL07051,O07051,D0173,2.27,30,Medium,Clear,53.7,188.96
DL07052,O07052,D0257,3.01,30,Low,Cloudy,56.8,80.75
DL07053,O07053,D0180,3.23,32,Medium,Cloudy,67.5,109.74
DL07054,O07054,D0289,9.75,21,Medium,Rainy,85.2,132.74
DL07055,O07055,D0162,10.58,13,Medium,Clear,61.2,160.48
DL07056,O07056,D0400,1.15,28,Medium,Clear,43.5,14.95
DL07057,O07057,D0351,12.58,14,Low,Cloudy,61.4,106.92
DL07058,O07058,D0121,12.2,10,High,Clear,75.1,18.49
DL07059,O07059,D0130,4.04,40,Low,Rainy,85.4,164.89
DL07060,O07060,D0190,2.25,11,Medium,Clear,38.1,38.35
DL07061,O07061,D0332,9.15,11,Medium,Clear,57.1,15.36
DL07062,O07062,D0019,13.16,20,High,Cloudy,95.9,14.99
DL07063,O07063,D0399,5.91,18,High,Rainy,79.4,135.8
DL07064,O07064,D0464,14.51,12,Medium,Cloudy,84.3,54.73
DL07065,O07065,D0272,14.64,42,Medium,Rainy,131.7,34.29
DL07066,O07066,D0412,1.21,32,Medium,Clear,48.8,67.64
DL07067,O07067,D0459,10.18,27,Low,Clear,68.5,37.84
DL07068,O07068,D0134,5.91,19,Low,Clear,45.7,74.34
DL07069,O07069,D0283,2.97,40,High,Clear,78.2,141.15
DL07070,O07070,D0209,11.37,25,Medium,Clear,86.4,113.01
DL07071,O07071,D0423,11.02,36,High,Clear,98.9,118.8
DL07072,O07072,D0395,1.71,13,High,Clear,38.1,87.78
DL07073,O07073,D0141,2.95,10,Low,Rainy,50.4,114.21
DL07074,O07074,D0496,2.07,21,Medium,Cloudy,57.2,10.89
DL07075,O07075,D0077,9.32,18,Medium,Clear,63.8,23.94
DL07076,O07076,D0328,5.01,38,High,Clear,82.8,22.82
DL07077,O07077,D0025,8.87,10,High,Clear,61.7,174.77
DL07078,O07078,D0169,10.59,28,Medium,Clear,85.6,118.45
DL07079,O07079,D0124,5.89,22,High,Clear,68.6,68.98
DL07080,O07080,D0165,5.88,18,Medium,Clear,60.6,116.53
DL07081,O07081,D0270,11.48,31,Medium,Clear,82.7,56.28
DL07082,O07082,D0405,5.95,34,Low,Rainy,82.9,106.48
DL07083,O07083,D0043,5.9,18,Low,Clear,52.3,22.08
DL07084,O07084,D0300,9.43,44,Low,Clear,79.1,127.08
DL07085,O07085,D0468,1.98,18,Medium,Clear,35.6,138.29
DL07086,O07086,D0468,5.79,16,Medium,Clear,54.7,81.17
DL07087,O07087,D0298,2.83,26,Low,Clear,46.5,169.45
DL07088,O07088,D0411,13.33,21,Medium,Clear,86.3,226.91
DL07089,O07089,D0033,5.62,18,Medium,Clear,61.0,116.37
DL07090,O07090,D0415,7.55,15,High,Clear,70.6,22.3
DL07091,O07091,D0144,2.22,33,Low,Clear,42.9,100.02
DL07092,O07092,D0135,7.93,28,Medium,Clear,75.5,210.23
DL07093,O07093,D0376,10.21,26,Low,Rainy,82.8,252.63
DL07094,O07094,D0016,1.62,23,Medium,Clear,48.9,150.45
DL07095,O07095,D0046,5.65,10,Medium,Cloudy,48.2,101.14
DL07096,O07096,D0004,8.79,27,Medium,Clear,66.9,37.23
DL07097,O07097,D0003,14.95,39,Medium,Clear,101.7,91.36
DL07098,O07098,D0350,11.73,33,Low,Clear,86.4,19.23
DL07099,O07099,D0275,8.94,25,High,Clear,75.0,41.36
DL07100,O07100,D0347,3.92,27,High,Rainy,87.8,9.14
DL07101,O07101,D0285,14.56,20,Low,Clear,77.2,106.44
DL07102,O07102,D0369,3.82,43,High,Clear,92.4,210.72
DL07103,O07103,D0236,3.17,11,Medium,Cloudy,37.6,47.59
DL07104,O07104,D0337,6.96,36,Medium,Clear,78.8,187.39
DL07105,O07105,D0065,11.36,17,Medium,Clear,78.4,206.2
DL07106,O07106,D0277,2.28,25,High,Cloudy,63.5,168.97
DL07107,O07107,D0225,3.58,24,Low,Clear,51.0,190.74
DL07108,O07108,D0183,9.75,10,Medium,Rainy,72.7,142.45
DL07109,O07109,D0089,1.34,35,Low,Clear,52.9,79.25
DL07110,O07110,D0011,10.24,40,High,Cloudy,102.0,109.56
DL07111,O07111,D0099,1.9,12,Low,Rainy,39.7,68.18
DL07112,O07112,D0420,6.17,10,Medium,Rainy,66.2,47.13
DL07113,O07113,D0039,6.81,13,Medium,Cloudy,59.4,176.76
DL07114,O07114,D0050,10.0,19,Medium,Clear,65.1,64.11
DL07115,O07115,D0284,5.62,42,Medium,Clear,84.6,172.52
DL07116,O07116,D0020,2.32,16,Low,Rainy,53.7,150.16
DL07117,O07117,D0167,2.95,24,Low,Clear,33.7,178.43
DL07118,O07118,D0491,7.18,18,Low,Rainy,61.2,145.82
DL07119,O07119,D0409,9.02,14,Medium,Cloudy,74.7,28.32
DL07120,O07120,D0383,14.1,42,Medium,Rainy,115.9,17.29
DL07121,O07121,D0253,8.77,38,Low,Clear,65.4,229.86
DL07122,O07122,D0174,10.81,34,Low,Clear,84.4,7.43
DL07123,O07123,D0200,3.66,28,Low,Cloudy,48.0,125.97
DL07124,O07124,D0288,14.87,26,Medium,Rainy,95.7,241.0
DL07125,O07125,D0447,3.04,38,Low,Rainy,58.0,193.16
DL07126,O07126,D0212,8.88,30,Low,Rainy,80.2,107.88
DL07127,O07127,D0368,14.26,24,High,Cloudy,107.7,114.89
DL07128,O07128,D0370,7.54,35,Low,Clear,68.7,9.32
DL07129,O07129,D0300,13.64,12,Low,Rainy,83.2,108.07
DL07130,O07130,D0425,9.22,39,Medium,Clear,85.8,29.14
DL07131,O07131,D0084,12.93,26,Medium,Clear,77.0,81.71
DL07132,O07132,D0249,10.99,15,High,Cloudy,86.4,33.52
DL07133,O07133,D0009,9.23,22,High,Cloudy,89.6,105.54
DL07134,O07134,D0373,2.62,16,Medium,Clear,50.5,127.76
DL07135,O07135,D0461,5.08,25,Low,Clear,44.5,84.92
DL07136,O07136,D0038,2.69,14,Medium,Rainy,53.2,96.86
DL07137,O07137,D0470,8.67,26,Low,Rainy,79.1,79.01
DL07138,O07138,D0124,7.13,10,High,Clear,52.8,78.39
DL07139,O07139,D0350,7.02,18,Medium,Cloudy,59.7,72.52
DL07140,O07140,D0037,4.96,22,Medium,Clear,56.5,182.08
DL07141,O07141,D0298,12.44,37,Medium,Clear,95.8,61.34
DL07142,O07142,D0151,6.95,30,Medium,Rainy,78.5,16.84
DL07143,O07143,D0075,4.93,16,Medium,Clear,52.0,44.85
DL07144,O07144,D0206,4.7,14,Low,Cloudy,46.2,181.67
DL07145,O07145,D0144,5.31,17,Medium,Cloudy,66.0,80.41
DL07146,O07146,D0039,12.61,32,High,Cloudy,108.7,139.34
DL07147,O07147,D0476,6.13,42,Low,Clear,60.7,142.02
DL07148,O07148,D0310,4.41,10,High,Clear,58.0,49.63
DL07149,O07149,D0381,13.45,39,High,Rainy,122.0,36.55
DL07150,O07150,D0114,13.53,33,High,Clear,109.4,23.55
DL07151,O07151,D0104,10.54,32,High,Cloudy,105.6,159.96
DL07152,O07152,D0155,12.56,30,High,Clear,96.0,38.12
DL07153,O07153,D0174,12.64,22,Low,Clear,67.6,141.15
DL07154,O07154,D0458,10.76,43,Medium,Rainy,108.2,80.55
DL07155,O07155,D0302,7.51,32,Medium,Clear,78.7,75.42
DL07156,O07156,D0020,14.24,30,Low,Cloudy,88.4,51.49
DL07157,O07157,D0347,5.6,31,High,Cloudy,81.5,151.39
DL07158,O07158,D0342,12.08,38,Medium,Cloudy,97.7,13.65
DL07159,O07159,D0429,4.18,32,Medium,Clear,61.0,93.91
DL07160,O07160,D0288,10.12,31,High,Cloudy,103.8,7.12
DL07161,O07161,D0288,12.62,43,Low,Cloudy,94.0,67.66
DL07162,O07162,D0119,11.13,17,Medium,Clear,70.9,15.01
DL07163,O07163,D0177,10.91,33,Low,Clear,72.7,55.37
DL07164,O07164,D0486,7.52,18,Low,Clear,54.6,25.23
DL07165,O07165,D0303,13.6,40,Low,Clear,100.3,42.12
DL07166,O07166,D0040,5.39,20,Medium,Cloudy,62.8,77.15
DL07167,O07167,D0005,13.69,40,Low,Cloudy,96.3,180.72
DL07168,O07168,D0446,1.52,12,High,Clear,51.0,35.78
DL07169,O07169,D0104,9.4,34,High,Clear,95.7,18.11
DL07170,O07170,D0265,9.72,22,Low,Clear,56.2,161.43
DL07171,O07171,D0455,4.68,25,High,Clear,66.6,117.43
DL07172,O07172,D0146,11.56,31,Medium,Rainy,95.3,78.26
DL07173,O07173,D0430,3.69,22,Low,Cloudy,48.0,46.97
DL07174,O07174,D0232,6.78,28,High,Rainy,87.7,121.43
DL07175,O07175,D0001,13.59,37,High,Cloudy,119.3,30.26
DL07176,O07176,D0241,6.52,30,High,Clear,78.1,26.75
DL07177,O07177,D0378,12.57,35,Medium,Clear,98.8,41.91
DL07178,O07178,D0134,2.38,26,Medium,Rainy,76.5,7.42
DL07179,O07179,D0206,2.6,16,Medium,Clear,46.7,186.49
DL07180,O07180,D0216,3.49,35,Medium,Rainy,83.8,40.17
DL07181,O07181,D0209,3.31,33,Medium,Cloudy,64.8,84.11
DL07182,O07182,D0081,14.7,26,Low,Rainy,89.3,231.53
DL07183,O07183,D0236,2.56,23,Low,Clear,46.1,97.55
DL07184,O07184,D0021,3.09,13,High,Cloudy,58.3,73.33
DL07185,O07185,D0368,3.39,25,Medium,Cloudy,69.9,63.07
DL07186,O07186,D0291,9.38,29,Low,Cloudy,73.4,96.45
DL07187,O07187,D0186,7.9,42,High,Rainy,106.6,126.05
DL07188,O07188,D0378,11.13,27,High,Rainy,104.2,26.63
DL07189,O07189,D0305,5.8,37,High,Clear,78.4,128.23
DL07190,O07190,D0226,1.57,27,Low,Clear,40.7,35.73
DL07191,O07191,D0205,5.85,21,Medium,Cloudy,56.6,28.88
DL07192,O07192,D0142,11.84,29,High,Cloudy,94.6,54.45
DL07193,O07193,D0068,12.4,14,Medium,Clear,75.2,92.1
DL07194,O07194,D0382,10.99,20,Medium,Rainy,82.5,40.08
DL07195,O07195,D0472,6.66,41,Low,Cloudy,79.1,53.75
DL07196,O07196,D0134,9.54,10,Medium,Clear,53.4,79.15
DL07197,O07197,D0404,3.01,31,Medium,Clear,60.4,28.48
DL07198,O07198,D0352,4.53,31,Medium,Clear,63.5,217.06
DL07199,O07199,D0023,4.46,22,High,Rainy,81.9,132.59
DL07200,O07200,D0233,2.06,14,Low,Rainy,45.2,85.84
DL07201,O07201,D0014,14.15,40,Medium,Cloudy,104.1,124.99
DL07202,O07202,D0342,7.04,25,High,Rainy,96.9,171.95
DL07203,O07203,D0209,13.24,39,Medium,Clear,91.6,189.69
DL07204,O07204,D0360,4.11,35,Low,Clear,53.0,157.58
DL07205,O07205,D0307,11.75,28,Medium,Rainy,90.9,65.53
DL07206,O07206,D0373,12.26,18,Medium,Clear,70.0,57.09
DL07207,O07207,D0258,1.06,28,Medium,Cloudy,55.4,20.52
DL07208,O07208,D0177,1.48,14,Medium,Rainy,44.5,86.41
DL07209,O07209,D0263,13.89,19,Medium,Clear,83.8,70.06
DL07210,O07210,D0227,8.96,42,High,Clear,104.9,235.43
DL07211,O07211,D0100,4.98,34,High,Clear,85.0,12.67
DL07212,O07212,D0178,3.6,17,High,Rainy,64.0,99.58
DL07213,O07213,D0142,12.45,35,Medium,Rainy,106.1,34.99
DL07214,O07214,D0020,3.71,41,Low,Clear,64.4,161.73
DL07215,O07215,D0220,12.81,32,High,Rainy,119.8,80.24
DL07216,O07216,D0397,9.71,21,Medium,Cloudy,75.1,67.63
DL07217,O07217,D0313,10.24,41,Medium,Clear,87.8,179.71
DL07218,O07218,D0249,7.12,41,Low,Clear,75.1,7.95
DL07219,O07219,D0177,1.51,35,Medium,Clear,62.5,126.08
DL07220,O07220,D0236,8.77,11,Low,Clear,50.2,41.05
DL07221,O07221,D0455,10.99,39,Medium,Cloudy,99.9,124.04
DL07222,O07222,D0451,1.04,44,High,Clear,84.6,254.14
DL07223,O07223,D0133,1.36,14,Medium,Rainy,52.7,99.69
DL07224,O07224,D0437,13.7,29,Medium,Clear,85.0,37.24
DL07225,O07225,D0436,10.52,26,High,Cloudy,92.8,133.75
DL07226,O07226,D0353,12.07,32,Medium,Clear,83.9,89.68
DL07227,O07227,D0430,1.37,42,Low,Clear,59.3,231.33
DL07228,O07228,D0315,6.61,21,High,Rainy,91.8,91.88
DL07229,O07229,D0009,11.46,37,High,Clear,104.9,42.78
DL07230,O07230,D0053,2.28,14,Medium,Rainy,49.5,55.93
DL07231,O07231,D0091,3.64,31,Low,Rainy,69.7,56.42
DL07232,O07232,D0271,8.12,11,Low,Rainy,75.6,90.55
DL07233,O07233,D0226,13.51,11,High,Clear,79.3,196.83
DL07234,O07234,D0338,5.6,42,Low,Rainy,83.2,15.48
DL07235,O07235,D0260,12.59,14,High,Clear,81.8,207.14
DL07236,O07236,D0418,1.13,33,Medium,Rainy,73.1,41.47
DL07237,O07237,D0318,3.55,28,Medium,Cloudy,60.2,122.95
DL07238,O07238,D0237,5.06,38,Low,Clear,69.1,12.7
DL07239,O07239,D0213,10.93,17,Low,Cloudy,74.5,85.96
DL07240,O07240,D0210,9.11,13,Low,Clear,44.3,193.47
DL07241,O07241,D0308,4.7,16,Medium,Cloudy,55.1,41.21
DL07242,O07242,D0164,9.14,34,Medium,Clear,80.8,97.21
DL07243,O07243,D0099,13.46,11,High,Clear,77.0,165.6
DL07244,O07244,D0186,7.57,16,Medium,Clear,66.6,84.04
DL07245,O07245,D0071,10.75,17,Medium,Clear,70.4,32.19
DL07246,O07246,D0226,5.84,38,High,Clear,84.4,214.79
DL07247,O07247,D0430,10.98,30,Medium,Clear,77.6,26.6
DL07248,O07248,D0421,13.14,30,High,Cloudy,104.9,23.92
DL07249,O07249,D0194,8.93,34,Medium,Clear,80.7,52.54
DL07250,O07250,D0425,6.41,40,Medium,Cloudy,89.1,62.66
DL07251,O07251,D0336,11.56,36,High,Clear,103.2,72.9
DL07252,O07252,D0412,14.39,42,High,Rainy,135.0,167.82
DL07253,O07253,D0310,1.95,23,Low,Rainy,54.1,186.71
DL07254,O07254,D0252,8.23,43,Low,Rainy,98.4,144.02
DL07255,O07255,D0158,3.55,40,Medium,Clear,73.1,87.58
DL07256,O07256,D0031,4.84,15,Medium,Clear,57.5,43.66
DL07257,O07257,D0008,9.91,35,High,Clear,89.2,220.68
DL07258,O07258,D0486,14.44,38,Low,Rainy,108.9,81.52
DL07259,O07259,D0099,12.94,41,Medium,Cloudy,102.0,254.43
DL07260,O07260,D0455,4.61,14,Low,Clear,37.9,14.37
DL07261,O07261,D0338,1.34,28,High,Cloudy,71.3,65.69
DL07262,O07262,D0432,9.39,18,Low,Cloudy,59.4,30.24
DL07263,O07263,D0228,8.47,26,High,Cloudy,83.6,24.86
DL07264,O07264,D0186,7.44,10,Medium,Clear,59.4,83.54
DL07265,O07265,D0085,7.65,22,Low,Clear,54.5,201.13
DL07266,O07266,D0260,9.28,30,Low,Cloudy,75.8,39.57
DL07267,O07267,D0096,6.56,23,Medium,Cloudy,70.1,28.32
DL07268,O07268,D0080,3.4,28,Low,Clear,49.5,24.1
DL07269,O07269,D0274,4.63,23,High,Clear,65.8,111.94
DL07270,O07270,D0482,1.89,17,Medium,Clear,51.2,45.59
DL07271,O07271,D0278,1.78,34,Low,Rainy,68.9,129.55
DL07272,O07272,D0283,13.14,27,Medium,Clear,84.8,56.97
DL07273,O07273,D0076,2.76,22,High,Rainy,69.5,88.53
DL07274,O07274,D0489,1.96,33,Medium,Cloudy,57.9,41.09
DL07275,O07275,D0032,12.57,18,Medium,Rainy,93.2,150.31
DL07276,O07276,D0455,14.35,35,High,Clear,115.5,105.36
DL07277,O07277,D0296,3.88,32,Low,Clear,46.2,68.52
DL07278,O07278,D0358,11.6,43,High,Clear,96.9,40.96
DL07279,O07279,D0236,3.28,22,Medium,Cloudy,49.3,154.36
DL07280,O07280,D0445,10.53,23,Low,Clear,74.6,87.94
DL07281,O07281,D0232,10.52,38,High,Clear,102.7,48.34
DL07282,O07282,D0330,7.01,36,Medium,Cloudy,80.6,65.54
DL07283,O07283,D0164,13.35,31,Low,Clear,73.9,63.66
DL07284,O07284,D0266,2.69,30,Medium,Cloudy,63.2,13.7
DL07285,O07285,D0455,7.67,34,Medium,Rainy,89.4,37.06
DL07286,O07286,D0371,9.42,38,Medium,Rainy,97.2,16.63
DL07287,O07287,D0131,11.63,31,Low,Clear,77.2,111.71
DL07288,O07288,D0076,3.0,22,Medium,Clear,39.1,94.12
DL07289,O07289,D0224,8.49,37,Low,Clear,77.6,289.19
DL07290,O07290,D0063,7.37,22,Low,Clear,47.6,28.4
DL07291,O07291,D0371,6.83,31,High,Clear,87.7,216.75
DL07292,O07292,D0350,6.03,36,Low,Rainy,67.1,59.08
DL07293,O07293,D0394,14.96,39,Medium,Rainy,117.2,60.28
DL07294,O07294,D0149,3.38,37,Low,Clear,56.3,246.89
DL07295,O07295,D0422,11.54,29,Low,Rainy,94.1,92.69
DL07296,O07296,D0020,6.28,44,Low,Clear,77.5,56.27
DL07297,O07297,D0015,10.09,17,Medium,Clear,72.9,29.46
DL07298,O07298,D0405,14.84,41,Low,Cloudy,100.1,120.15
DL07299,O07299,D0351,7.69,30,Low,Cloudy,73.5,81.69
DL07300,O07300,D0403,12.54,31,High,Rainy,108.9,21.13
DL07301,O07301,D0491,2.06,33,Low,Rainy,56.0,30.49
DL07302,O07302,D0136,8.76,30,Medium,Clear,85.6,55.0
DL07303,O07303,D0426,6.35,13,Medium,Rainy,70.2,164.41
DL07304,O07304,D0278,10.79,20,High,Clear,76.7,47.88
DL07305,O07305,D0110,1.52,17,High,Clear,54.1,16.87
DL07306,O07306,D0116,7.27,13,Medium,Clear,51.0,109.85
DL07307,O07307,D0494,7.92,19,Medium,Rainy,81.6,61.97
DL07308,O07308,D0495,12.83,21,Medium,Cloudy,82.4,196.04
DL07309,O07309,D0332,6.39,42,Medium,Rainy,95.4,21.36
DL07310,O07310,D0273,5.49,10,Medium,Clear,46.5,76.6
DL07311,O07311,D0362,6.45,26,Medium,Clear,72.0,167.14
DL07312,O07312,D0012,7.13,23,Medium,Clear,71.8,79.64
DL07313,O07313,D0125,4.56,43,Low,Clear,65.0,179.6
DL07314,O07314,D0095,1.63,36,Low,Clear,43.6,53.35
DL07315,O07315,D0499,14.86,33,Low,Clear,84.1,56.73
DL07316,O07316,D0381,11.72,27,Medium,Clear,85.3,41.19
DL07317,O07317,D0319,14.8,25,Medium,Clear,83.3,152.28
DL07318,O07318,D0328,10.28,25,High,Clear,96.1,13.16
DL07319,O07319,D0254,13.36,44,High,Clear,106.0,56.57
DL07320,O07320,D0443,7.3,13,High,Cloudy,64.9,24.42
DL07321,O07321,D0048,5.89,43,Medium,Rainy,87.5,176.55
DL07322,O07322,D0210,14.91,42,Medium,Cloudy,113.2,130.95
DL07323,O07323,D0244,3.37,32,Low,Rainy,62.9,55.45
DL07324,O07324,D0027,4.03,19,Low,Clear,42.6,148.13
DL07325,O07325,D0448,10.35,20,High,Clear,83.1,203.08
DL07326,O07326,D0362,4.57,13,Medium,Clear,49.4,58.8
DL07327,O07327,D0117,7.03,37,Low,Clear,61.9,195.66
DL07328,O07328,D0063,14.05,21,Low,Cloudy,76.5,168.28
DL07329,O07329,D0427,4.72,26,Medium,Rainy,83.3,55.31
DL07330,O07330,D0198,8.15,14,Medium,Clear,53.6,170.11
DL07331,O07331,D0156,11.31,41,Medium,Clear,91.5,46.85
DL07332,O07332,D0126,2.01,11,High,Cloudy,50.9,35.96
DL07333,O07333,D0157,2.01,22,Medium,Clear,49.7,255.27
DL07334,O07334,D0402,11.44,30,Low,Cloudy,76.1,13.97
DL07335,O07335,D0493,13.88,22,Medium,Rainy,99.8,153.62
DL07336,O07336,D0107,9.29,41,Medium,Clear,90.1,37.98
DL07337,O07337,D0302,1.53,29,Medium,Rainy,72.8,132.85
DL07338,O07338,D0494,7.33,10,Low,Clear,46.0,92.93
DL07339,O07339,D0087,11.09,32,Medium,Clear,76.9,57.22
DL07340,O07340,D0313,9.85,22,Medium,Cloudy,78.2,83.34
DL07341,O07341,D0228,3.77,14,High,Rainy,67.9,36.28
DL07342,O07342,D0010,1.74,44,Medium,Rainy,77.1,32.61
DL07343,O07343,D0308,13.45,13,High,Clear,89.5,137.83
DL07344,O07344,D0027,4.16,38,High,Cloudy,79.0,52.25
DL07345,O07345,D0274,14.94,11,Medium,Clear,67.7,94.86
DL07346,O07346,D0297,2.62,12,Low,Cloudy,31.6,119.07
DL07347,O07347,D0053,2.6,31,Low,Cloudy,52.6,12.05
DL07348,O07348,D0013,10.35,23,Medium,Rainy,86.7,135.09
DL07349,O07349,D0151,4.78,22,High,Clear,78.6,65.4
DL07350,O07350,D0051,14.64,11,Medium,Rainy,88.1,67.25
DL07351,O07351,D0296,4.32,18,Low,Rainy,50.0,25.93
DL07352,O07352,D0235,9.73,25,Medium,Clear,77.1,15.36
DL07353,O07353,D0343,6.69,21,High,Clear,62.7,84.68
DL07354,O07354,D0040,2.26,11,Low,Clear,19.9,124.57
DL07355,O07355,D0306,10.91,42,Low,Clear,90.6,25.64
DL07356,O07356,D0120,12.07,30,Low,Cloudy,87.5,51.2
DL07357,O07357,D0369,12.57,24,High,Clear,85.8,247.11
DL07358,O07358,D0029,7.86,23,High,Clear,88.4,5.35
DL07359,O07359,D0074,14.66,20,Medium,Clear,81.3,227.71
DL07360,O07360,D0118,12.2,27,High,Clear,86.8,141.65
DL07361,O07361,D0222,7.16,34,Medium,Clear,77.7,59.84
DL07362,O07362,D0150,2.39,17,Medium,Clear,41.9,78.52
DL07363,O07363,D0186,4.56,11,Medium,Cloudy,46.3,107.02
DL07364,O07364,D0223,11.81,29,Low,Clear,70.0,154.51
DL07365,O07365,D0298,13.32,35,High,Rainy,115.7,21.66
DL07366,O07366,D0023,10.27,19,Medium,Clear,72.6,47.11
DL07367,O07367,D0452,6.43,17,High,Cloudy,74.9,111.45
DL07368,O07368,D0488,5.98,39,High,Clear,87.0,206.94
DL07369,O07369,D0258,6.02,15,High,Cloudy,75.0,263.05
DL07370,O07370,D0206,7.88,43,Medium,Clear,85.2,15.11
DL07371,O07371,D0296,11.16,25,High,Clear,91.4,56.41
DL07372,O07372,D0375,3.28,28,Medium,Clear,63.5,29.29
DL07373,O07373,D0410,1.29,12,Medium,Clear,42.4,283.14
DL07374,O07374,D0406,2.07,22,Medium,Clear,44.8,147.58
DL07375,O07375,D0302,10.32,27,Low,Clear,67.5,165.63
DL07376,O07376,D0360,12.88,16,Low,Clear,65.5,126.53
DL07377,O07377,D0210,6.69,31,Medium,Rainy,98.7,186.52
DL07378,O07378,D0200,5.73,40,High,Clear,87.4,15.48
DL07379,O07379,D0362,1.28,28,Medium,Cloudy,49.1,222.17
DL07380,O07380,D0228,1.85,28,High,Clear,72.4,34.56
DL07381,O07381,D0203,11.57,24,Low,Rainy,80.4,102.62
DL07382,O07382,D0366,2.25,17,Medium,Cloudy,49.1,20.76
DL07383,O07383,D0188,12.6,38,High,Clear,99.0,40.13
DL07384,O07384,D0336,11.94,26,Medium,Cloudy,88.0,85.91
DL07385,O07385,D0490,12.47,43,Medium,Cloudy,109.9,22.97
DL07386,O07386,D0399,10.6,30,Low,Clear,66.6,25.97
DL07387,O07387,D0232,1.29,38,High,Cloudy,82.2,134.41
DL07388,O07388,D0303,7.21,17,High,Rainy,90.1,21.87
DL07389,O07389,D0128,3.2,15,Medium,Clear,48.0,14.26
DL07390,O07390,D0339,5.73,13,Medium,Clear,47.6,137.55
DL07391,O07391,D0316,8.8,33,High,Rainy,103.8,20.31
DL07392,O07392,D0072,11.25,29,Medium,Rainy,94.3,31.63
DL07393,O07393,D0383,4.25,28,High,Cloudy,71.9,48.26
DL07394,O07394,D0273,5.69,26,Medium,Clear,66.9,51.62
DL07395,O07395,D0249,3.94,33,Medium,Cloudy,74.0,26.41
DL07396,O07396,D0402,14.78,36,Medium,Clear,100.3,40.76
DL07397,O07397,D0066,14.01,32,Low,Clear,87.8,18.16
DL07398,O07398,D0293,10.15,23,Low,Cloudy,68.6,106.29
DL07399,O07399,D0368,12.55,20,Medium,Clear,75.2,120.61
DL07400,O07400,D0280,11.06,32,High,Cloudy,93.5,104.43
DL07401,O07401,D0081,12.88,17,Medium,Cloudy,76.5,19.49
DL07402,O07402,D0143,14.1,21,High,Clear,94.1,99.43
DL07403,O07403,D0051,14.03,10,Medium,Cloudy,76.2,97.87
DL07404,O07404,D0408,9.04,13,High,Clear,64.8,3.47
DL07405,O07405,D0279,14.51,13,High,Clear,89.5,51.09
DL07406,O07406,D0347,6.71,22,High,Clear,75.9,25.58
DL07407,O07407,D0214,3.71,40,Medium,Rainy,84.7,102.71
DL07408,O07408,D0303,4.24,40,High,Clear,88.1,109.87
DL07409,O07409,D0190,7.42,41,Medium,Cloudy,79.6,191.64
DL07410,O07410,D0205,4.54,13,Medium,Clear,50.1,109.63
DL07411,O07411,D0241,2.78,16,High,Clear,65.6,86.4
DL07412,O07412,D0244,6.55,25,Low,Clear,58.3,92.51
DL07413,O07413,D0447,9.14,10,Medium,Clear,50.3,62.65
DL07414,O07414,D0268,14.55,15,High,Clear,89.0,38.75
DL07415,O07415,D0099,9.69,31,Low,Cloudy,81.0,74.53
DL07416,O07416,D0384,11.83,39,High,Cloudy,102.2,134.91
DL07417,O07417,D0348,10.55,17,Medium,Clear,61.2,26.98
DL07418,O07418,D0266,6.39,12,High,Rainy,86.9,37.5
DL07419,O07419,D0202,3.65,19,Medium,Clear,49.6,9.7
DL07420,O07420,D0439,4.95,34,Medium,Rainy,80.3,103.65
DL07421,O07421,D0045,13.27,17,Medium,Rainy,84.6,75.7
DL07422,O07422,D0216,3.18,32,High,Clear,73.2,110.2
DL07423,O07423,D0348,2.37,40,Low,Cloudy,62.2,138.91
DL07424,O07424,D0359,12.95,11,Medium,Clear,68.1,42.06
DL07425,O07425,D0037,8.67,13,Medium,Rainy,81.5,82.47
DL07426,O07426,D0393,10.56,43,High,Clear,99.9,174.89
DL07427,O07427,D0100,12.56,17,Low,Clear,65.3,255.6
DL07428,O07428,D0355,5.76,41,Low,Cloudy,68.0,232.18
DL07429,O07429,D0363,11.5,20,High,Cloudy,90.6,185.56
DL07430,O07430,D0440,9.83,32,Medium,Cloudy,87.9,49.68
DL07431,O07431,D0177,1.35,15,Low,Clear,28.5,39.09
DL07432,O07432,D0450,11.08,19,Medium,Cloudy,68.1,112.92
DL07433,O07433,D0442,5.82,13,Medium,Rainy,65.8,92.7
DL07434,O07434,D0252,3.91,12,High,Rainy,78.0,29.88
DL07435,O07435,D0053,14.46,21,Medium,Cloudy,79.0,34.86
