payment_id,order_id,payment_method,payment_status,payment_amount
P07951,O07951,UPI,Completed,1111.97
P07952,O07952,UPI,Completed,137.76
P07953,O07953,UPI,Failed,1079.61
P07954,O07954,UPI,Completed,848.14
P07955,O07955,Credit Card,Completed,1569.93
P07956,O07956,UPI,Completed,1676.92
P07957,O07957,Debit Card,Completed,1401.44
P07958,O07958,UPI,Completed,999.64
P07959,O07959,Debit Card,Refunded,510.68
P07960,O07960,Credit Card,Completed,1709.52
P07961,O07961,UPI,Completed,749.17
P07962,O07962,UPI,Completed,776.95
P07963,O07963,Credit Card,Completed,1840.42
P07964,O07964,UPI,Completed,1953.63
P07965,O07965,Credit Card,Completed,1806.45
P07966,O07966,Credit Card,Completed,1996.65
P07967,O07967,Cash,Completed,1750.93
P07968,O07968,UPI,Completed,1438.28
P07969,O07969,UPI,Completed,658.26
P07970,O07970,Credit Card,Completed,1910.62
P07971,O07971,UPI,Failed,1765.59
P07972,O07972,UPI,Completed,557.42
P07973,O07973,Credit Card,Completed,1029.41
P07974,O07974,Credit Card,Completed,233.11
P07975,O07975,UPI,Completed,1911.29
P07976,O07976,UPI,Failed,1188.26
P07977,O07977,Debit Card,Failed,565.88
P07978,O07978,Credit Card,Completed,655.56
P07979,O07979,Debit Card,Completed,1963.25
P07980,O07980,Debit Card,Completed,1269.67
P07981,O07981,Debit Card,Completed,899.3
P07982,O07982,Credit Card,Completed,1049.71
P07983,O07983,Credit Card,Completed,287.25
P07984,O07984,Debit Card,Completed,242.54
P07985,O07985,UPI,Completed,1226.14
P07986,O07986,Credit Card,Completed,1072.81
P07987,O07987,Cash,Completed,782.39
P07988,O07988,UPI,Refunded,1175.62
P07989,O07989,UPI,Completed,238.08
P07990,O07990,UPI,Completed,1893.58
P07991,O07991,UPI,Completed,658.05
P07992,O07992,UPI,Completed,236.38
P07993,O07993,Credit Card,Completed,422.06
P07994,O07994,Debit Card,Completed,281.4
P07995,O07995,Credit Card,Completed,439.35
P07996,O07996,UPI,Completed,891.83
P07997,O07997,Credit Card,Completed,1502.3
P07998,O07998,UPI,Failed,617.46
P07999,O07999,Debit Card,Completed,928.26
P08000,O08000,UPI,Completed,1864.64
P08001,O08001,UPI,Completed,662.06
P08002,O08002,UPI,Completed,1609.97
P08003,O08003,Credit Card,Completed,399.85
P08004,O08004,UPI,Completed,438.81
P08005,O08005,Cash,Completed,966.69
P08006,O08006,Debit Card,Completed,544.79
P08007,O08007,UPI,Completed,1815.75
P08008,O08008,UPI,Completed,196.43
P08009,O08009,Debit Card,Completed,1234.82
P08010,O08010,UPI,Completed,1248.04
P08011,O08011,Debit Card,Completed,225.45
P08012,O08012,Debit Card,Completed,1491.87
P08013,O08013,Cash,Completed,990.91
P08014,O08014,UPI,Completed,1473.84
P08015,O08015,Debit Card,Completed,1671.16
P08016,O08016,Debit Card,Completed,713.51
P08017,O08017,UPI,Completed,1020.52
P08018,O08018,UPI,Failed,595.45
P08019,O08019,Credit Card,Completed,482.88
P08020,O08020,UPI,Completed,101.13
P08021,O08021,Debit Card,Completed,1930.9
P08022,O08022,Credit Card,Completed,937.76
P08023,O08023,Debit Card,Completed,124.83
P08024,O08024,Credit Card,Completed,116.98
P08025,O08025,Credit Card,Completed,647.87
P08026,O08026,Debit Card,Completed,126.48
P08027,O08027,UPI,Completed,811.58
P08028,O08028,UPI,Completed,219.58
P08029,O08029,UPI,Completed,174.58
P08030,O08030,UPI,Completed,1371.82
P08031,O08031,UPI,Completed,1823.0
P08032,O08032,UPI,Completed,877.83
P08033,O08033,Debit Card,Completed,1689.86
P08034,O08034,Cash,Completed,155.6
P08035,O08035,Debit Card,Completed,1577.61
P08036,O08036,Debit Card,Completed,219.32
P08037,O08037,Debit Card,Completed,1693.03
P08038,O08038,UPI,Completed,1776.5
P08039,O08039,Credit Card,Completed,1593.35
P08040,O08040,Cash,Completed,1659.42
P08041,O08041,Credit Card,Completed,1166.82
P08042,O08042,Debit Card,Completed,603.28
P08043,O08043,Cash,Completed,1322.14
P08044,O08044,UPI,Completed,935.13
P08045,O08045,Debit Card,Failed,110.14
P08046,O08046,Debit Card,Completed,1005.97
P08047,O08047,Credit Card,Completed,1337.26
P08048,O08048,Debit Card,Completed,126.38
P08049,O08049,Debit Card,Failed,1280.58
P08050,O08050,UPI,Completed,1339.81
P08051,O08051,UPI,Completed,400.4
P08052,O08052,UPI,Completed,919.04
P08053,O08053,Credit Card,Completed,1932.23
P08054,O08054,UPI,Completed,1779.96
P08055,O08055,Cash,Completed,880.56
P08056,O08056,UPI,Completed,764.71
P08057,O08057,Debit Card,Completed,335.75
P08058,O08058,Credit Card,Completed,166.86
P08059,O08059,Credit Card,Completed,665.18
P08060,O08060,Debit Card,Completed,1886.54
P08061,O08061,Cash,Completed,1921.37
P08062,O08062,UPI,Refunded,1643.79
P08063,O08063,Debit Card,Completed,766.57
P08064,O08064,UPI,Completed,372.89
P08065,O08065,Credit Card,Completed,1231.51
P08066,O08066,Debit Card,Completed,1328.36
P08067,O08067,UPI,Completed,906.69
P08068,O08068,Credit Card,Completed,1414.13
P08069,O08069,UPI,Completed,1518.7
P08070,O08070,UPI,Completed,1587.82
P08071,O08071,UPI,Completed,1054.37
P08072,O08072,Credit Card,Completed,1604.12
P08073,O08073,Credit Card,Completed,148.41
P08074,O08074,Credit Card,Completed,1392.77
P08075,O08075,UPI,Completed,547.7
P08076,O08076,Debit Card,Completed,613.99
P08077,O08077,Credit Card,Completed,273.47
P08078,O08078,UPI,Completed,465.55
P08079,O08079,UPI,Completed,1984.82
P08080,O08080,Credit Card,Completed,889.24
P08081,O08081,Cash,Refunded,1862.75
P08082,O08082,Debit Card,Completed,409.51
P08083,O08083,Debit Card,Completed,487.71
P08084,O08084,Credit Card,Completed,1159.85
P08085,O08085,UPI,Completed,764.11
P08086,O08086,Credit Card,Completed,1323.44
P08087,O08087,UPI,Completed,901.89
P08088,O08088,Credit Card,Completed,1642.03
P08089,O08089,Credit Card,Completed,919.96
P08090,O08090,Cash,Completed,1187.46
P08091,O08091,UPI,Failed,710.04
P08092,O08092,UPI,Completed,1437.68
P08093,O08093,Cash,Completed,1343.99
P08094,O08094,Cash,Completed,854.3
P08095,O08095,UPI,Completed,624.46
P08096,O08096,UPI,Completed,1266.8
P08097,O08097,UPI,Refunded,1891.99
P08098,O08098,Credit Card,Completed,352.02
P08099,O08099,Credit Card,Completed,1618.32
P08100,O08100,Credit Card,Completed,1131.68
P08101,O08101,Debit Card,Completed,1098.56
P08102,O08102,UPI,Completed,1927.2
P08103,O08103,UPI,Completed,1251.16
P08104,O08104,Debit Card,Completed,1677.98
P08105,O08105,Cash,Completed,1077.51
P08106,O08106,Credit Card,Refunded,574.72
P08107,O08107,UPI,Completed,1419.53
P08108,O08108,Debit Card,Completed,1854.04
P08109,O08109,UPI,Completed,1698.34
P08110,O08110,UPI,Completed,476.89
P08111,O08111,UPI,Completed,702.09
P08112,O08112,UPI,Completed,1082.07
P08113,O08113,Credit Card,Completed,1186.05
P08114,O08114,UPI,Completed,468.25
P08115,O08115,Debit Card,Completed,537.02
P08116,O08116,UPI,Completed,1541.78
P08117,O08117,Credit Card,Completed,1487.6
P08118,O08118,UPI,Completed,1694.5
P08119,O08119,Credit Card,Failed,1872.57
P08120,O08120,Debit Card,Completed,685.7
P08121,O08121,Credit Card,Completed,1733.23
P08122,O08122,Credit Card,Completed,1365.42
P08123,O08123,UPI,Completed,1919.76
P08124,O08124,Cash,Completed,616.94
P08125,O08125,Credit Card,Failed,612.38
P08126,O08126,Credit Card,Completed,1438.16
P08127,O08127,UPI,Completed,1863.98
P08128,O08128,Debit Card,Completed,1666.66
P08129,O08129,Debit Card,Completed,1481.38
P08130,O08130,UPI,Completed,835.89
P08131,O08131,UPI,Completed,1463.76
P08132,O08132,UPI,Completed,1622.08
P08133,O08133,Credit Card,Completed,1531.24
P08134,O08134,UPI,Completed,1385.94
P08135,O08135,Debit Card,Completed,189.55
P08136,O08136,UPI,Completed,1353.46
P08137,O08137,Cash,Completed,1008.76
P08138,O08138,UPI,Completed,1926.98
P08139,O08139,UPI,Failed,1253.66
P08140,O08140,Cash,Completed,1255.63
P08141,O08141,Credit Card,Completed,1988.7
P08142,O08142,Cash,Completed,277.82
P08143,O08143,UPI,Completed,625.0
P08144,O08144,Debit Card,Completed,1346.55
P08145,O08145,Cash,Completed,698.95
P08146,O08146,Debit Card,Completed,757.69
P08147,O08147,UPI,Completed,1796.03
P08148,O08148,UPI,Completed,1200.77
P08149,O08149,UPI,Completed,295.44
P08150,O08150,Debit Card,Completed,690.64
P08151,O08151,UPI,Completed,244.51
P08152,O08152,UPI,Completed,1156.65
P08153,O08153,Credit Card,Completed,429.21
P08154,O08154,UPI,Completed,1728.52
P08155,O08155,UPI,Completed,1196.9
P08156,O08156,UPI,Completed,212.81
P08157,O08157,UPI,Completed,671.66
P08158,O08158,Debit Card,Completed,1271.04
P08159,O08159,Credit Card,Completed,737.45
P08160,O08160,Credit Card,Completed,1075.04
P08161,O08161,Cash,Completed,1827.79
P08162,O08162,Debit Card,Completed,765.07
P08163,O08163,Cash,Completed,738.16
P08164,O08164,Debit Card,Completed,1657.54
P08165,O08165,Credit Card,Completed,705.64
P08166,O08166,UPI,Completed,248.12
P08167,O08167,Cash,Completed,443.8
P08168,O08168,Credit Card,Completed,1902.72
P08169,O08169,UPI,Completed,1873.26
P08170,O08170,Debit Card,Completed,527.14
P08171,O08171,Cash,Completed,1151.65
P08172,O08172,UPI,Completed,361.0
P08173,O08173,Cash,Completed,1381.89
P08174,O08174,UPI,Completed,452.08
P08175,O08175,Credit Card,Completed,194.6
P08176,O08176,Cash,Completed,1667.3
P08177,O08177,UPI,Completed,718.26
P08178,O08178,UPI,Completed,306.19
P08179,O08179,Debit Card,Completed,1684.42
P08180,O08180,Debit Card,Completed,1548.56
P08181,O08181,UPI,Completed,1399.14
P08182,O08182,Debit Card,Completed,1831.37
P08183,O08183,UPI,Completed,1029.53
P08184,O08184,UPI,Completed,343.31
P08185,O08185,UPI,Completed,216.56
P08186,O08186,UPI,Completed,705.04
P08187,O08187,Credit Card,Completed,264.98
P08188,O08188,Credit Card,Completed,1117.47
P08189,O08189,UPI,Completed,127.55
P08190,O08190,Debit Card,Completed,943.15
P08191,O08191,Debit Card,Completed,439.07
P08192,O08192,Cash,Completed,799.71
P08193,O08193,UPI,Completed,1382.56
P08194,O08194,UPI,Completed,766.83
P08195,O08195,UPI,Completed,748.55
P08196,O08196,UPI,Completed,1982.43
P08197,O08197,UPI,Completed,1465.75
P08198,O08198,UPI,Completed,1076.34
P08199,O08199,Credit Card,Completed,1200.81
P08200,O08200,UPI,Failed,1278.35
P08201,O08201,Debit Card,Completed,146.69
P08202,O08202,UPI,Completed,252.5
P08203,O08203,Cash,Completed,1333.46
P08204,O08204,Credit Card,Completed,792.49
P08205,O08205,Debit Card,Completed,205.34
P08206,O08206,Debit Card,Completed,665.28
P08207,O08207,UPI,Completed,347.54
P08208,O08208,Credit Card,Completed,1841.0
P08209,O08209,Debit Card,Refunded,485.56
P08210,O08210,Cash,Completed,373.01
P08211,O08211,Credit Card,Completed,1289.72
P08212,O08212,Credit Card,Completed,1091.63
P08213,O08213,Debit Card,Completed,1194.27
P08214,O08214,UPI,Completed,928.3
P08215,O08215,Credit Card,Completed,987.62
P08216,O08216,UPI,Completed,1579.72
P08217,O08217,UPI,Completed,517.85
P08218,O08218,UPI,Completed,853.41
P08219,O08219,Credit Card,Completed,1919.87
P08220,O08220,Cash,Completed,460.97
P08221,O08221,UPI,Completed,658.17
P08222,O08222,Debit Card,Completed,463.98
P08223,O08223,Debit Card,Completed,138.94
P08224,O08224,Credit Card,Completed,612.68
P08225,O08225,UPI,Completed,188.29
P08226,O08226,Cash,Completed,393.9
P08227,O08227,Cash,Completed,789.1
P08228,O08228,UPI,Completed,139.37
P08229,O08229,UPI,Failed,1530.62
P08230,O08230,Cash,Completed,1611.62
P08231,O08231,UPI,Completed,881.69
P08232,O08232,Debit Card,Completed,1970.87
P08233,O08233,Cash,Completed,1390.09
P08234,O08234,UPI,Refunded,1513.07
P08235,O08235,UPI,Completed,465.37
P08236,O08236,UPI,Completed,1691.13
P08237,O08237,Credit Card,Completed,1895.59
P08238,O08238,UPI,Completed,548.99
P08239,O08239,Cash,Completed,1404.28
P08240,O08240,UPI,Completed,1519.19
P08241,O08241,Cash,Completed,679.82
P08242,O08242,UPI,Completed,1002.52
P08243,O08243,UPI,Completed,285.32
P08244,O08244,UPI,Completed,428.88
P08245,O08245,UPI,Completed,216.98
P08246,O08246,UPI,Completed,1164.31
P08247,O08247,UPI,Completed,1288.0
P08248,O08248,UPI,Completed,1840.63
P08249,O08249,Debit Card,Completed,1130.15
P08250,O08250,UPI,Completed,595.16
P08251,O08251,Debit Card,Completed,213.0
P08252,O08252,Credit Card,Completed,1781.41
P08253,O08253,UPI,Completed,1009.83
P08254,O08254,Debit Card,Completed,1500.91
P08255,O08255,Credit Card,Completed,127.83
P08256,O08256,Credit Card,Completed,1027.46
P08257,O08257,UPI,Completed,718.87
P08258,O08258,UPI,Completed,157.63
P08259,O08259,Credit Card,Completed,1573.78
P08260,O08260,UPI,Completed,1074.51
P08261,O08261,Credit Card,Completed,733.04
P08262,O08262,UPI,Failed,1631.02
P08263,O08263,UPI,Completed,949.15
P08264,O08264,Debit Card,Completed,106.65
P08265,O08265,Debit Card,Completed,1894.45
P08266,O08266,UPI,Completed,585.8
P08267,O08267,UPI,Completed,1678.09
P08268,O08268,Cash,Completed,1651.19
P08269,O08269,UPI,Completed,408.51
P08270,O08270,UPI,Completed,1000.61
P08271,O08271,UPI,Completed,176.38
P08272,O08272,UPI,Completed,773.65
P08273,O08273,Credit Card,Completed,1488.86
P08274,O08274,UPI,Completed,550.43
P08275,O08275,Cash,Completed,322.54
P08276,O08276,UPI,Completed,1063.53
P08277,O08277,UPI,Completed,1120.27
P08278,O08278,UPI,Completed,1384.07
P08279,O08279,Credit Card,Completed,1542.36
P08280,O08280,Credit Card,Completed,1422.04
P08281,O08281,UPI,Completed,1706.28
P08282,O08282,Credit Card,Completed,523.52
P08283,O08283,Credit Card,Completed,1182.56
P08284,O08284,UPI,Completed,784.18
P08285,O08285,UPI,Completed,1928.01
P08286,O08286,UPI,Completed,936.53
P08287,O08287,UPI,Completed,1923.46
P08288,O08288,Credit Card,Completed,1561.22
P08289,O08289,Debit Card,Completed,1465.08
P08290,O08290,UPI,Completed,1033.97
P08291,O08291,UPI,Completed,942.42
P08292,O08292,UPI,Completed,1100.44
P08293,O08293,UPI,Completed,657.9
P08294,O08294,UPI,Completed,1818.57
P08295,O08295,UPI,Completed,1609.23
P08296,O08296,Debit Card,Completed,1622.65
P08297,O08297,UPI,Completed,922.99
P08298,O08298,Debit Card,Completed,235.07
P08299,O08299,Debit Card,Completed,1397.85
P08300,O08300,UPI,Completed,811.39
P08301,O08301,Credit Card,Completed,1753.82
P08302,O08302,UPI,Completed,1582.64
P08303,O08303,Debit Card,Completed,376.12
P08304,O08304,UPI,Completed,1243.26
P08305,O08305,Credit Card,Completed,1415.21
P08306,O08306,UPI,Completed,1179.46
P08307,O08307,Cash,Completed,1076.68
P08308,O08308,Debit Card,Completed,532.94
P08309,O08309,Credit Card,Completed,548.22
P08310,O08310,Debit Card,Failed,1559.22
P08311,O08311,Credit Card,Completed,135.51
P08312,O08312,UPI,Completed,1579.93
P08313,O08313,Credit Card,Completed,1100.92
P08314,O08314,UPI,Completed,1878.82
P08315,O08315,UPI,Completed,1994.91
P08316,O08316,Cash,Completed,1360.62
P08317,O08317,UPI,Completed,883.29
P08318,O08318,Credit Card,Completed,1002.66
P08319,O08319,UPI,Completed,488.01
P08320,O08320,UPI,Completed,288.55
P08321,O08321,Credit Card,Refunded,1199.65
P08322,O08322,UPI,Completed,1630.44
P08323,O08323,UPI,Completed,597.36
P08324,O08324,UPI,Completed,897.34
P08325,O08325,Cash,Completed,1154.07
P08326,O08326,Credit Card,Completed,1825.01
P08327,O08327,Credit Card,Completed,363.4
P08328,O08328,UPI,Completed,550.08
P08329,O08329,UPI,Completed,1845.21
P08330,O08330,UPI,Completed,175.12
P08331,O08331,UPI,Completed,1346.62
P08332,O08332,Credit Card,Completed,1315.1
P08333,O08333,UPI,Completed,828.18
P08334,O08334,UPI,Completed,989.51
P08335,O08335,Debit Card,Completed,1724.34
P08336,O08336,Credit Card,Completed,413.47
P08337,O08337,Credit Card,Completed,539.98
P08338,O08338,UPI,Completed,1073.47
P08339,O08339,UPI,Completed,878.52
P08340,O08340,Debit Card,Completed,1191.31
P08341,O08341,UPI,Completed,1849.59
P08342,O08342,UPI,Completed,1842.49
P08343,O08343,UPI,Completed,537.03
P08344,O08344,UPI,Completed,674.07
P08345,O08345,Credit Card,Completed,407.93
P08346,O08346,Cash,Completed,1862.8
P08347,O08347,Credit Card,Completed,855.94
P08348,O08348,Cash,Completed,954.44
P08349,O08349,Credit Card,Completed,1625.02
P08350,O08350,Credit Card,Completed,1074.65
P08351,O08351,Credit Card,Completed,327.54
P08352,O08352,Credit Card,Completed,931.91
P08353,O08353,Credit Card,Completed,1298.0
P08354,O08354,UPI,Completed,1466.5
P08355,O08355,Debit Card,Completed,1326.17
P08356,O08356,UPI,Completed,326.44
P08357,O08357,UPI,Completed,678.25
P08358,O08358,Credit Card,Completed,1493.77
P08359,O08359,Debit Card,Completed,1772.36
P08360,O08360,Debit Card,Failed,189.65
P08361,O08361,Debit Card,Completed,180.24
P08362,O08362,Credit Card,Completed,1322.47
P08363,O08363,UPI,Failed,1141.29
P08364,O08364,Cash,Completed,395.14
P08365,O08365,Credit Card,Completed,1141.75
P08366,O08366,Debit Card,Completed,1951.53
P08367,O08367,UPI,Completed,1298.71
P08368,O08368,UPI,Completed,953.37
P08369,O08369,Credit Card,Completed,1672.31
P08370,O08370,Credit Card,Completed,504.36
P08371,O08371,Credit Card,Completed,887.22
P08372,O08372,Credit Card,Completed,1102.76
P08373,O08373,UPI,Completed,1058.63
P08374,O08374,UPI,Completed,1849.85
P08375,O08375,Credit Card,Completed,656.07
P08376,O08376,Credit Card,Completed,207.36
P08377,O08377,UPI,Completed,1841.12
P08378,O08378,Cash,Completed,512.43
P08379,O08379,UPI,Completed,820.15
P08380,O08380,Credit Card,Completed,1108.69
P08381,O08381,UPI,Completed,1954.17
P08382,O08382,Debit Card,Completed,1117.01
P08383,O08383,UPI,Completed,950.71
P08384,O08384,UPI,Completed,1208.91
P08385,O08385,UPI,Completed,1944.54
P08386,O08386,UPI,Failed,1654.09
P08387,O08387,Debit Card,Completed,421.04
P08388,O08388,Credit Card,Completed,1626.19
P08389,O08389,Credit Card,Completed,1698.09
P08390,O08390,Cash,Completed,1412.32
P08391,O08391,Debit Card,Completed,1348.74
P08392,O08392,Credit Card,Failed,937.67
P08393,O08393,Debit Card,Failed,1319.22
P08394,O08394,UPI,Completed,1501.39
P08395,O08395,Cash,Completed,333.36
P08396,O08396,Cash,Completed,588.93
P08397,O08397,UPI,Completed,468.76
P08398,O08398,Cash,Refunded,1698.3
P08399,O08399,UPI,Completed,1392.0
P08400,O08400,UPI,Failed,956.48
P08401,O08401,Debit Card,Completed,1669.51
P08402,O08402,Debit Card,Completed,1461.88
P08403,O08403,UPI,Completed,1835.83
P08404,O08404,Cash,Completed,245.93
P08405,O08405,Debit Card,Completed,1067.4
P08406,O08406,Cash,Completed,1442.82
P08407,O08407,UPI,Completed,494.24
P08408,O08408,Debit Card,Completed,721.54
P08409,O08409,Credit Card,Completed,896.05
P08410,O08410,Cash,Completed,1609.22
P08411,O08411,UPI,Completed,1037.79
P08412,O08412,Cash,Completed,1036.45
P08413,O08413,UPI,Completed,918.69
P08414,O08414,Cash,Completed,534.32
P08415,O08415,UPI,Completed,1853.84
P08416,O08416,Debit Card,Completed,703.82
P08417,O08417,Credit Card,Completed,1178.18
P08418,O08418,Cash,Completed,382.68
P08419,O08419,UPI,Completed,925.06
P08420,O08420,Debit Card,Completed,1817.23
P08421,O08421,Cash,Completed,1991.38
P08422,O08422,Cash,Completed,787.33
P08423,O08423,UPI,Completed,392.58
P08424,O08424,Credit Card,Completed,697.46
P08425,O08425,Debit Card,Refunded,721.76
P08426,O08426,Debit Card,Completed,1324.57
P08427,O08427,Credit Card,Completed,1042.7
P08428,O08428,UPI,Completed,1560.07
P08429,O08429,Credit Card,Completed,1432.48
P08430,O08430,UPI,Completed,577.49
P08431,O08431,Credit Card,Completed,1590.09
P08432,O08432,Debit Card,Completed,1710.18
P08433,O08433,UPI,Completed,1236.94
P08434,O08434,Debit Card,Completed,1862.57
P08435,O08435,UPI,Completed,1587.6
P08436,O08436,UPI,Refunded,1231.25
P08437,O08437,UPI,Completed,1821.72
P08438,O08438,Cash,Completed,1240.68
P08439,O08439,UPI,Completed,1090.26
P08440,O08440,Debit Card,Completed,776.89
P08441,O08441,Debit Card,Completed,1777.44
P08442,O08442,UPI,Completed,333.18
P08443,O08443,UPI,Completed,999.66
P08444,O08444,Debit Card,Completed,1121.09
P08445,O08445,Credit Card,Completed,1154.02
P08446,O08446,Debit Card,Completed,1338.59
P08447,O08447,Credit Card,Completed,1061.01
P08448,O08448,UPI,Completed,587.95
P08449,O08449,Debit Card,Completed,1728.19
P08450,O08450,UPI,Completed,1349.3
P08451,O08451,UPI,Completed,1730.56
P08452,O08452,UPI,Completed,624.48
P08453,O08453,Debit Card,Completed,1310.41
P08454,O08454,Credit Card,Completed,1456.93
P08455,O08455,Debit Card,Completed,828.47
P08456,O08456,Credit Card,Completed,1643.26
P08457,O08457,Cash,Completed,104.77
P08458,O08458,UPI,Completed,1230.35
P08459,O08459,Credit Card,Completed,1265.78
P08460,O08460,Debit Card,Completed,1114.3
P08461,O08461,UPI,Completed,1297.09
P08462,O08462,Debit Card,Completed,417.73
P08463,O08463,UPI,Completed,1401.08
P08464,O08464,Cash,Completed,738.0
P08465,O08465,Credit Card,Completed,958.9
P08466,O08466,UPI,Completed,732.91
P08467,O08467,UPI,Completed,1000.48
P08468,O08468,Debit Card,Completed,1280.98
P08469,O08469,UPI,Completed,1692.85
P08470,O08470,Credit Card,Completed,1018.53
P08471,O08471,Credit Card,Completed,714.13
P08472,O08472,Credit Card,Completed,1027.09
P08473,O08473,UPI,Completed,1408.73
P08474,O08474,UPI,Completed,758.73
P08475,O08475,UPI,Completed,887.14
P08476,O08476,UPI,Completed,1169.4
P08477,O08477,Credit Card,Completed,658.62
P08478,O08478,Credit Card,Completed,497.26
P08479,O08479,Cash,Completed,366.75
P08480,O08480,UPI,Completed,769.96
P08481,O08481,Debit Card,Completed,191.85
P08482,O08482,Credit Card,Completed,1208.62
P08483,O08483,UPI,Completed,434.23
P08484,O08484,Credit Card,Completed,817.05
P08485,O08485,Debit Card,Completed,611.52
P08486,O08486,UPI,Completed,1297.74
P08487,O08487,UPI,Completed,1715.66
P08488,O08488,Debit Card,Completed,1303.27
P08489,O08489,UPI,Completed,1130.76
P08490,O08490,UPI,Failed,1371.26
P08491,O08491,UPI,Completed,156.98
P08492,O08492,Credit Card,Completed,333.4
P08493,O08493,Debit Card,Completed,280.36
P08494,O08494,Debit Card,Completed,286.57
P08495,O08495,Credit Card,Completed,594.92
P08496,O08496,UPI,Completed,1110.9
P08497,O08497,UPI,Completed,317.89
P08498,O08498,Credit Card,Completed,1876.72
P08499,O08499,UPI,Completed,1723.09
P08500,O08500,UPI,Completed,1946.12
P08501,O08501,Credit Card,Completed,180.75
P08502,O08502,Debit Card,Refunded,1717.66
P08503,O08503,UPI,Completed,1627.09
P08504,O08504,UPI,Completed,1814.0
P08505,O08505,Credit Card,Completed,1103.09
P08506,O08506,Credit Card,Completed,1596.99
P08507,O08507,UPI,Completed,197.45
P08508,O08508,UPI,Completed,244.17
P08509,O08509,Debit Card,Completed,325.21
P08510,O08510,UPI,Completed,1838.1
P08511,O08511,Credit Card,Completed,216.22
P08512,O08512,UPI,Refunded,290.28
P08513,O08513,Cash,Failed,1867.78
P08514,O08514,Debit Card,Refunded,304.05
P08515,O08515,Debit Card,Completed,1752.54
P08516,O08516,UPI,Completed,1599.61
P08517,O08517,Debit Card,Completed,176.54
P08518,O08518,UPI,Completed,141.51
P08519,O08519,Credit Card,Completed,1115.34
P08520,O08520,UPI,Completed,1994.63
P08521,O08521,UPI,Completed,1769.78
P08522,O08522,UPI,Failed,689.05
P08523,O08523,UPI,Completed,833.99
P08524,O08524,Credit Card,Completed,837.02
P08525,O08525,Debit Card,Completed,1494.94
P08526,O08526,UPI,Completed,748.15
P08527,O08527,Credit Card,Completed,380.81
P08528,O08528,UPI,Completed,1519.5
P08529,O08529,UPI,Completed,970.23
P08530,O08530,UPI,Completed,245.88
P08531,O08531,Credit Card,Completed,1601.1
P08532,O08532,UPI,Completed,1212.09
P08533,O08533,UPI,Completed,1029.8
P08534,O08534,UPI,Completed,1379.35
P08535,O08535,UPI,Completed,1060.2
P08536,O08536,UPI,Completed,1332.0
P08537,O08537,Credit Card,Completed,1748.23
P08538,O08538,Debit Card,Completed,1265.68
P08539,O08539,UPI,Completed,1353.24
P08540,O08540,UPI,Completed,1266.33
P08541,O08541,UPI,Completed,1109.24
P08542,O08542,UPI,Completed,426.75
P08543,O08543,Credit Card,Completed,737.79
P08544,O08544,UPI,Completed,1416.91
P08545,O08545,Cash,Completed,908.4
P08546,O08546,UPI,Completed,871.65
P08547,O08547,UPI,Completed,1542.61
P08548,O08548,Debit Card,Completed,110.58
P08549,O08549,UPI,Completed,1390.09
P08550,O08550,Credit Card,Completed,1029.53
P08551,O08551,Credit Card,Completed,815.85
P08552,O08552,Debit Card,Completed,747.02
P08553,O08553,Debit Card,Completed,428.46
P08554,O08554,UPI,Completed,735.08
P08555,O08555,Debit Card,Refunded,843.7
P08556,O08556,Credit Card,Completed,931.15
P08557,O08557,UPI,Completed,1377.37
P08558,O08558,UPI,Completed,961.78
P08559,O08559,Cash,Failed,1612.94
P08560,O08560,UPI,Completed,1315.5
P08561,O08561,Cash,Completed,460.23
P08562,O08562,Cash,Completed,626.63
P08563,O08563,UPI,Completed,250.57
P08564,O08564,UPI,Completed,1896.87
P08565,O08565,Debit Card,Completed,1784.45
P08566,O08566,Cash,Completed,261.11
P08567,O08567,UPI,Completed,1190.74
P08568,O08568,UPI,Completed,1924.76
P08569,O08569,Credit Card,Completed,1519.57
P08570,O08570,UPI,Completed,1034.44
P08571,O08571,UPI,Completed,558.1
P08572,O08572,UPI,Completed,630.17
P08573,O08573,Credit Card,Completed,1498.85
P08574,O08574,Credit Card,Completed,1583.09
P08575,O08575,Debit Card,Completed,1104.52
P08576,O08576,UPI,Completed,329.8
P08577,O08577,Credit Card,Completed,1874.35
P08578,O08578,Credit Card,Completed,1705.05
P08579,O08579,UPI,Completed,367.02
P08580,O08580,UPI,Completed,207.78
P08581,O08581,Cash,Completed,1118.15
P08582,O08582,Credit Card,Completed,639.87
P08583,O08583,UPI,Completed,638.17
P08584,O08584,Credit Card,Failed,265.72
P08585,O08585,Credit Card,Refunded,1911.43
P08586,O08586,Credit Card,Completed,1677.32
P08587,O08587,Cash,Completed,316.29
P08588,O08588,Credit Card,Completed,1765.54
P08589,O08589,Debit Card,Completed,1397.62
P08590,O08590,Credit Card,Completed,718.34
P08591,O08591,Credit Card,Completed,1755.38
P08592,O08592,Debit Card,Completed,1236.24
P08593,O08593,UPI,Failed,1712.47
P08594,O08594,Credit Card,Completed,991.61
P08595,O08595,Credit Card,Completed,1051.24
P08596,O08596,Cash,Completed,652.92
P08597,O08597,Credit Card,Completed,836.62
P08598,O08598,Credit Card,Completed,1178.73
P08599,O08599,UPI,Completed,1899.41
P08600,O08600,UPI,Completed,1240.22
P08601,O08601,UPI,Completed,380.02
